Отчёт по продажам;
Период: с 01/12/2019 по 05/06/2022;
Итого: 2929230.00;
;
Дата продажи;Код;Наименование;Количество;Сумма;Итого за дату;
02/05/2022;70;Лучшая классика;5;750.00;45440.00;
02/05/2022;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;5;600.00;45440.00;
02/05/2022;63;Марципан с вишней в темном шоколоде;5;1250.00;45440.00;
02/05/2022;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);6;720.00;45440.00;
02/05/2022;60;Марципановый батончик 50г 44%;8;960.00;45440.00;
02/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;8;1200.00;45440.00;
02/05/2022;29;марципановые фрукты в ассортименте;17;1020.00;45440.00;
02/05/2022;35;мастер-класс;19;13300.00;45440.00;
02/05/2022;61;Марципановый батончик по рецептам Кёнигсберга, содержание миндаля 44 %  35 +/- 3  г ;21;2520.00;45440.00;
02/05/2022;37;осмотр музея;41;4100.00;45440.00;
02/05/2022;28;конфеты кедровые в ассортименте;106;3180.00;45440.00;
03/05/2022;70;Лучшая классика;1;150.00;20740.00;
03/05/2022;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;1;150.00;20740.00;
03/05/2022;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;390.00;20740.00;
03/05/2022;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;20740.00;
03/05/2022;56;Батончик вишня с коньяком;1;150.00;20740.00;
03/05/2022;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;1;120.00;20740.00;
03/05/2022;64;Марципан в молочном шоколаде с грецким орехом;1;250.00;20740.00;
03/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;20740.00;
03/05/2022;63;Марципан с вишней в темном шоколоде;1;250.00;20740.00;
03/05/2022;69;ЭДЕЛЬМАРЦИПАН, миндаль 44% в темном шоколаде 85  г ;1;250.00;20740.00;
03/05/2022;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;2;700.00;20740.00;
03/05/2022;67;С вишней и абрикосом;2;700.00;20740.00;
03/05/2022;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);2;760.00;20740.00;
03/05/2022;57;марципан с апельсином в шоколаде;2;500.00;20740.00;
03/05/2022;55;Батончик апельсин с виски;2;300.00;20740.00;
03/05/2022;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;2;780.00;20740.00;
03/05/2022;75;ПОМАТТИ МАРЦИПАН с малиной в белом шоколаде  85  г ;2;500.00;20740.00;
03/05/2022;61;Марципановый батончик по рецептам Кёнигсберга, содержание миндаля 44 %  35 +/- 3  г ;3;360.00;20740.00;
03/05/2022;17;конфеты негл.Марципановая картошка 160г.;3;960.00;20740.00;
03/05/2022;4;Fun marzipan для лепки 75 г;3;840.00;20740.00;
03/05/2022;60;Марципановый батончик 50г 44%;3;360.00;20740.00;
03/05/2022;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;3;360.00;20740.00;
03/05/2022;26;конфеты гл. Марцепан с кус.клубники 98г.;4;1160.00;20740.00;
03/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;4;720.00;20740.00;
03/05/2022;35;мастер-класс;8;5600.00;20740.00;
03/05/2022;37;осмотр музея;15;1500.00;20740.00;
03/05/2022;29;марципановые фрукты в ассортименте;22;1320.00;20740.00;
03/05/2022;28;конфеты кедровые в ассортименте;38;1140.00;20740.00;
04/05/2022;4;Fun marzipan для лепки 75 г;1;280.00;2200.00;
04/05/2022;37;осмотр музея;1;100.00;2200.00;
04/05/2022;35;мастер-класс;2;1400.00;2200.00;
04/05/2022;28;конфеты кедровые в ассортименте;2;60.00;2200.00;
04/05/2022;61;Марципановый батончик по рецептам Кёнигсберга, содержание миндаля 44 %  35 +/- 3  г ;3;360.00;2200.00;
05/05/2022;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;10270.00;
05/05/2022;26;конфеты гл. Марцепан с кус.клубники 98г.;1;290.00;10270.00;
05/05/2022;71;Марципан с облепихой в тем. шок. 85 гр. Поматти;1;250.00;10270.00;
05/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;10270.00;
05/05/2022;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;10270.00;
05/05/2022;17;конфеты негл.Марципановая картошка 160г.;1;320.00;10270.00;
05/05/2022;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;1;120.00;10270.00;
05/05/2022;73;марипан boutique;1;500.00;10270.00;
05/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;1;150.00;10270.00;
05/05/2022;16;картошка с мокко;1;320.00;10270.00;
05/05/2022;63;Марципан с вишней в темном шоколоде;1;250.00;10270.00;
05/05/2022;75;ПОМАТТИ МАРЦИПАН с малиной в белом шоколаде  85  г ;1;250.00;10270.00;
05/05/2022;4;Fun marzipan для лепки 75 г;2;560.00;10270.00;
05/05/2022;64;Марципан в молочном шоколаде с грецким орехом;2;500.00;10270.00;
05/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;2;700.00;10270.00;
05/05/2022;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;2;240.00;10270.00;
05/05/2022;60;Марципановый батончик 50г 44%;3;360.00;10270.00;
05/05/2022;58;марципан фисташковый 85г;3;750.00;10270.00;
05/05/2022;34;набор для лепки;3;1800.00;10270.00;
05/05/2022;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);3;360.00;10270.00;
05/05/2022;61;Марципановый батончик по рецептам Кёнигсберга, содержание миндаля 44 %  35 +/- 3  г ;6;720.00;10270.00;
05/05/2022;28;конфеты кедровые в ассортименте;7;210.00;10270.00;
05/05/2022;37;осмотр музея;10;1000.00;10270.00;
06/05/2022;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;1;150.00;3590.00;
06/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;3590.00;
06/05/2022;28;конфеты кедровые в ассортименте;2;60.00;3590.00;
06/05/2022;75;ПОМАТТИ МАРЦИПАН с малиной в белом шоколаде  85  г ;2;500.00;3590.00;
06/05/2022;35;мастер-класс;3;2100.00;3590.00;
06/05/2022;37;осмотр музея;6;600.00;3590.00;
07/05/2022;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;29030.00;
07/05/2022;71;Марципан с облепихой в тем. шок. 85 гр. Поматти;1;250.00;29030.00;
07/05/2022;67;С вишней и абрикосом;1;350.00;29030.00;
07/05/2022;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;390.00;29030.00;
07/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;29030.00;
07/05/2022;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;390.00;29030.00;
07/05/2022;55;Батончик апельсин с виски;1;150.00;29030.00;
07/05/2022;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;1;120.00;29030.00;
07/05/2022;58;марципан фисташковый 85г;1;250.00;29030.00;
07/05/2022;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;150.00;29030.00;
07/05/2022;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;1;390.00;29030.00;
07/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;29030.00;
07/05/2022;75;ПОМАТТИ МАРЦИПАН с малиной в белом шоколаде  85  г ;1;250.00;29030.00;
07/05/2022;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;2;700.00;29030.00;
07/05/2022;57;марципан с апельсином в шоколаде;2;500.00;29030.00;
07/05/2022;29;марципановые фрукты в ассортименте;2;120.00;29030.00;
07/05/2022;16;картошка с мокко;2;640.00;29030.00;
07/05/2022;26;конфеты гл. Марцепан с кус.клубники 98г.;3;870.00;29030.00;
07/05/2022;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;3;360.00;29030.00;
07/05/2022;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);3;1140.00;29030.00;
07/05/2022;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;3;360.00;29030.00;
07/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;3;450.00;29030.00;
07/05/2022;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);3;360.00;29030.00;
07/05/2022;70;Лучшая классика;4;600.00;29030.00;
07/05/2022;4;Fun marzipan для лепки 75 г;4;1120.00;29030.00;
07/05/2022;40;чай;6;60.00;29030.00;
07/05/2022;61;Марципановый батончик по рецептам Кёнигсберга, содержание миндаля 44 %  35 +/- 3  г ;7;840.00;29030.00;
07/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;7;840.00;29030.00;
07/05/2022;60;Марципановый батончик 50г 44%;9;1080.00;29030.00;
07/05/2022;35;мастер-класс;15;10500.00;29030.00;
07/05/2022;37;осмотр музея;32;3200.00;29030.00;
07/05/2022;28;конфеты кедровые в ассортименте;65;1950.00;29030.00;
08/05/2022;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;350.00;23000.00;
08/05/2022;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;23000.00;
08/05/2022;25;конфеты гл. Марцепан с кус. клюквы 98г.;1;290.00;23000.00;
08/05/2022;5;конфеты;1;390.00;23000.00;
08/05/2022;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;23000.00;
08/05/2022;17;конфеты негл.Марципановая картошка 160г.;1;320.00;23000.00;
08/05/2022;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;390.00;23000.00;
08/05/2022;56;Батончик вишня с коньяком;1;150.00;23000.00;
08/05/2022;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;1;120.00;23000.00;
08/05/2022;58;марципан фисташковый 85г;1;250.00;23000.00;
08/05/2022;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;150.00;23000.00;
08/05/2022;73;марипан boutique;1;490.00;23000.00;
08/05/2022;16;картошка с мокко;1;320.00;23000.00;
08/05/2022;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);1;120.00;23000.00;
08/05/2022;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;2;240.00;23000.00;
08/05/2022;57;марципан с апельсином в шоколаде;2;500.00;23000.00;
08/05/2022;60;Марципановый батончик 50г 44%;2;240.00;23000.00;
08/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;2;360.00;23000.00;
08/05/2022;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;23000.00;
08/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;2;700.00;23000.00;
08/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;3;360.00;23000.00;
08/05/2022;70;Лучшая классика;3;450.00;23000.00;
08/05/2022;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;3;450.00;23000.00;
08/05/2022;29;марципановые фрукты в ассортименте;3;180.00;23000.00;
08/05/2022;64;Марципан в молочном шоколаде с грецким орехом;3;750.00;23000.00;
08/05/2022;63;Марципан с вишней в темном шоколоде;3;750.00;23000.00;
08/05/2022;69;ЭДЕЛЬМАРЦИПАН, миндаль 44% в темном шоколаде 85  г ;3;750.00;23000.00;
08/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;4;600.00;23000.00;
08/05/2022;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;4;480.00;23000.00;
08/05/2022;75;ПОМАТТИ МАРЦИПАН с малиной в белом шоколаде  85  г ;4;1000.00;23000.00;
08/05/2022;26;конфеты гл. Марцепан с кус.клубники 98г.;6;1740.00;23000.00;
08/05/2022;61;Марципановый батончик по рецептам Кёнигсберга, содержание миндаля 44 %  35 +/- 3  г ;6;720.00;23000.00;
08/05/2022;35;мастер-класс;7;4900.00;23000.00;
08/05/2022;37;осмотр музея;18;1800.00;23000.00;
08/05/2022;28;конфеты кедровые в ассортименте;65;1950.00;23000.00;
09/05/2022;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;350.00;19260.00;
09/05/2022;25;конфеты гл. Марцепан с кус. клюквы 98г.;1;290.00;19260.00;
09/05/2022;67;С вишней и абрикосом;1;350.00;19260.00;
09/05/2022;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;19260.00;
09/05/2022;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;19260.00;
09/05/2022;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;1;120.00;19260.00;
09/05/2022;73;марипан boutique;1;490.00;19260.00;
09/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;19260.00;
09/05/2022;63;Марципан с вишней в темном шоколоде;1;250.00;19260.00;
09/05/2022;75;ПОМАТТИ МАРЦИПАН с малиной в белом шоколаде  85  г ;1;250.00;19260.00;
09/05/2022;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);2;780.00;19260.00;
09/05/2022;60;Марципановый батончик 50г 44%;2;240.00;19260.00;
09/05/2022;34;набор для лепки;2;1200.00;19260.00;
09/05/2022;18;Марципан батончик апельсин Грондард;2;300.00;19260.00;
09/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;3;360.00;19260.00;
09/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;3;540.00;19260.00;
09/05/2022;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;3;1170.00;19260.00;
09/05/2022;64;Марципан в молочном шоколаде с грецким орехом;5;1250.00;19260.00;
09/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;6;900.00;19260.00;
09/05/2022;37;осмотр музея;7;700.00;19260.00;
09/05/2022;35;мастер-класс;11;7700.00;19260.00;
09/05/2022;29;марципановые фрукты в ассортименте;11;660.00;19260.00;
09/05/2022;28;конфеты кедровые в ассортименте;17;510.00;19260.00;
10/05/2022;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;350.00;9900.00;
10/05/2022;17;конфеты негл.Марципановая картошка 160г.;1;320.00;9900.00;
10/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;9900.00;
10/05/2022;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;1;390.00;9900.00;
10/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;9900.00;
10/05/2022;57;марципан с апельсином в шоколаде;2;500.00;9900.00;
10/05/2022;16;картошка с мокко;2;640.00;9900.00;
10/05/2022;63;Марципан с вишней в темном шоколоде;2;500.00;9900.00;
10/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;3;360.00;9900.00;
10/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;3;450.00;9900.00;
10/05/2022;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);3;360.00;9900.00;
10/05/2022;60;Марципановый батончик 50г 44%;4;480.00;9900.00;
10/05/2022;29;марципановые фрукты в ассортименте;4;240.00;9900.00;
10/05/2022;35;мастер-класс;5;3500.00;9900.00;
10/05/2022;37;осмотр музея;8;800.00;9900.00;
10/05/2022;28;конфеты кедровые в ассортименте;16;480.00;9900.00;
11/05/2022;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;390.00;1190.00;
11/05/2022;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;1;120.00;1190.00;
11/05/2022;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;1;120.00;1190.00;
11/05/2022;46;батончик с клюквой;1;150.00;1190.00;
11/05/2022;37;осмотр музея;2;200.00;1190.00;
11/05/2022;28;конфеты кедровые в ассортименте;7;210.00;1190.00;
12/05/2022;25;конфеты гл. Марцепан с кус. клюквы 98г.;1;290.00;5550.00;
12/05/2022;35;мастер-класс;1;700.00;5550.00;
12/05/2022;60;Марципановый батончик 50г 44%;1;120.00;5550.00;
12/05/2022;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;1;150.00;5550.00;
12/05/2022;29;марципановые фрукты в ассортименте;1;60.00;5550.00;
12/05/2022;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;150.00;5550.00;
12/05/2022;64;Марципан в молочном шоколаде с грецким орехом;1;250.00;5550.00;
12/05/2022;69;ЭДЕЛЬМАРЦИПАН, миндаль 44% в темном шоколаде 85  г ;1;250.00;5550.00;
12/05/2022;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);2;760.00;5550.00;
12/05/2022;70;Лучшая классика;2;300.00;5550.00;
12/05/2022;58;марципан фисташковый 85г;2;500.00;5550.00;
12/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;3;360.00;5550.00;
12/05/2022;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;3;360.00;5550.00;
12/05/2022;37;осмотр музея;10;1000.00;5550.00;
12/05/2022;28;конфеты кедровые в ассортименте;10;300.00;5550.00;
13/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;1290.00;
13/05/2022;29;марципановые фрукты в ассортименте;1;60.00;1290.00;
13/05/2022;58;марципан фисташковый 85г;1;250.00;1290.00;
13/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;2;360.00;1290.00;
13/05/2022;64;Марципан в молочном шоколаде с грецким орехом;2;500.00;1290.00;
14/05/2022;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;350.00;13220.00;
14/05/2022;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;13220.00;
14/05/2022;25;конфеты гл. Марцепан с кус. клюквы 98г.;1;290.00;13220.00;
14/05/2022;57;марципан с апельсином в шоколаде;1;250.00;13220.00;
14/05/2022;70;Лучшая классика;1;150.00;13220.00;
14/05/2022;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;150.00;13220.00;
14/05/2022;64;Марципан в молочном шоколаде с грецким орехом;1;250.00;13220.00;
14/05/2022;34;набор для лепки;1;600.00;13220.00;
14/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;1;150.00;13220.00;
14/05/2022;16;картошка с мокко;1;320.00;13220.00;
14/05/2022;18;Марципан батончик апельсин Грондард;1;150.00;13220.00;
14/05/2022;63;Марципан с вишней в темном шоколоде;1;250.00;13220.00;
14/05/2022;69;ЭДЕЛЬМАРЦИПАН, миндаль 44% в темном шоколаде 85  г ;1;250.00;13220.00;
14/05/2022;23;Батончик глазированный "Марципановый батончик классический" 50 гр;2;300.00;13220.00;
14/05/2022;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;2;300.00;13220.00;
14/05/2022;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;2;240.00;13220.00;
14/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;2;700.00;13220.00;
14/05/2022;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;2;240.00;13220.00;
14/05/2022;60;Марципановый батончик 50г 44%;3;360.00;13220.00;
14/05/2022;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;3;360.00;13220.00;
14/05/2022;55;Батончик апельсин с виски;3;450.00;13220.00;
14/05/2022;40;чай;3;30.00;13220.00;
14/05/2022;35;мастер-класс;5;3500.00;13220.00;
14/05/2022;29;марципановые фрукты в ассортименте;7;420.00;13220.00;
14/05/2022;37;осмотр музея;22;2200.00;13220.00;
14/05/2022;28;конфеты кедровые в ассортименте;28;840.00;13220.00;
15/05/2022;5;конфеты;1;390.00;10380.00;
15/05/2022;57;марципан с апельсином в шоколаде;1;250.00;10380.00;
15/05/2022;70;Лучшая классика;1;150.00;10380.00;
15/05/2022;23;Батончик глазированный "Марципановый батончик классический" 50 гр;1;150.00;10380.00;
15/05/2022;60;Марципановый батончик 50г 44%;1;120.00;10380.00;
15/05/2022;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;1;150.00;10380.00;
15/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;10380.00;
15/05/2022;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;10380.00;
15/05/2022;56;Батончик вишня с коньяком;1;150.00;10380.00;
15/05/2022;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;150.00;10380.00;
15/05/2022;64;Марципан в молочном шоколаде с грецким орехом;1;250.00;10380.00;
15/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;10380.00;
15/05/2022;16;картошка с мокко;1;320.00;10380.00;
15/05/2022;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;1;120.00;10380.00;
15/05/2022;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;2;240.00;10380.00;
15/05/2022;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;2;780.00;10380.00;
15/05/2022;63;Марципан с вишней в темном шоколоде;2;500.00;10380.00;
15/05/2022;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;4;480.00;10380.00;
15/05/2022;35;мастер-класс;4;2800.00;10380.00;
15/05/2022;29;марципановые фрукты в ассортименте;4;240.00;10380.00;
15/05/2022;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;5;600.00;10380.00;
15/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;12;1440.00;10380.00;
15/05/2022;28;конфеты кедровые в ассортименте;15;450.00;10380.00;
16/05/2022;5;конфеты;1;390.00;2750.00;
16/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;2750.00;
16/05/2022;29;марципановые фрукты в ассортименте;1;60.00;2750.00;
16/05/2022;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;390.00;2750.00;
16/05/2022;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;2;700.00;2750.00;
16/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;2;300.00;2750.00;
16/05/2022;37;осмотр музея;4;400.00;2750.00;
16/05/2022;28;конфеты кедровые в ассортименте;11;330.00;2750.00;
17/05/2022;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;350.00;6220.00;
17/05/2022;60;Марципановый батончик 50г 44%;1;120.00;6220.00;
17/05/2022;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;6220.00;
17/05/2022;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;1;390.00;6220.00;
17/05/2022;35;мастер-класс;2;1400.00;6220.00;
17/05/2022;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;6220.00;
17/05/2022;58;марципан фисташковый 85г;2;500.00;6220.00;
17/05/2022;16;картошка с мокко;2;640.00;6220.00;
17/05/2022;63;Марципан с вишней в темном шоколоде;2;500.00;6220.00;
17/05/2022;75;ПОМАТТИ МАРЦИПАН с малиной в белом шоколаде  85  г ;3;750.00;6220.00;
17/05/2022;37;осмотр музея;7;700.00;6220.00;
17/05/2022;28;конфеты кедровые в ассортименте;15;450.00;6220.00;
18/05/2022;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;390.00;3130.00;
18/05/2022;58;марципан фисташковый 85г;1;250.00;3130.00;
18/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;1;150.00;3130.00;
18/05/2022;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;2;240.00;3130.00;
18/05/2022;29;марципановые фрукты в ассортименте;3;180.00;3130.00;
18/05/2022;59;Марципан для лепки 75 гр;3;840.00;3130.00;
18/05/2022;28;конфеты кедровые в ассортименте;6;180.00;3130.00;
18/05/2022;37;осмотр музея;9;900.00;3130.00;
19/05/2022;35;мастер-класс;2;1400.00;2860.00;
19/05/2022;59;Марципан для лепки 75 гр;2;560.00;2860.00;
19/05/2022;37;осмотр музея;9;900.00;2860.00;
20/05/2022;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;390.00;6310.00;
20/05/2022;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;6310.00;
20/05/2022;70;Лучшая классика;1;150.00;6310.00;
20/05/2022;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;390.00;6310.00;
20/05/2022;64;Марципан в молочном шоколаде с грецким орехом;1;250.00;6310.00;
20/05/2022;32;батончик дня;1;120.00;6310.00;
20/05/2022;58;марципан фисташковый 85г;2;500.00;6310.00;
20/05/2022;40;чай;2;20.00;6310.00;
20/05/2022;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;2;300.00;6310.00;
20/05/2022;18;Марципан батончик апельсин Грондард;2;300.00;6310.00;
